494	110205	30663	1431	87449	20428	2005	102199	25191	21280	33537	30761	69	111890	22082	20062	33674	928	22175	110403	19242	87	95834	24183	24230	84	31607	161	2373	22081	110233	451	110473	18961	20434	102114	108850	32298	110931	20124	691	91	21767	24303	19360	112018	83	260	84	105904	33772	19519	2289	24300	21703	71	23112	154	99538	102433	89	111747	98	23119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	110605	105675	19191	111098	111593	129965	110339	112190	103503	112852	109827	133119	110903	111000	103862	110791	111140	132245	111809	110319	119634	106661	109759	110386	104954	110221	111259	111064	130705	110374	1383	111033	111067	129872	130709	112341	132121	111128	110353	110106	110754	109931	110890	133342	110139	110146	110242	114147	103975	110644	111943	110027	110319	110289	108878	110247	122300	130144	110262	133167	109557	111154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	28733	88543	21354	32261	98182	29450	31464	37961	36161	30575	108747	20431	21711	38489	31494	20467	107285	21466	30732	95089	31780	28553	30792	36878	30710	32812	30595	108815	30854	110949	21378	21345	98025	103901	29604	107735	21815	30911	30636	20143	30986	21635	108851	30682	30683	30703	104224	38591	22232	32901	28615	23279	30722	29789	30697	97945	98346	30714	108580	30543	21517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	20672	18925	3181	99527	21653	19470	31684	28456	1219	109106	20397	18484	31766	2279	20575	107197	17909	1563	92950	16381	20735	1621	29507	1419	3108	20122	107660	1326	108263	17124	18870	99230	105217	30105	108124	18601	1109	1360	20123	20828	17816	109410	1381	1472	1475	52753	31821	18156	3779	20906	20187	1504	19662	1516	97038	99681	1481	109090	1116	21495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	88666	89161	111876	86066	89641	83514	91368	87003	116597	88492	87838	83938	88245	88734	114697	89154	87623	102469	61846	85141	87683	83882	87487	88708	88767	113643	87675	20135	87869	88596	111624	112756	90214	115587	88366	86841	87381	88331	85299	88397	116949	87414	86900	87527	44851	84042	88009	89837	85391	88042	87601	84115	87589	104926	112012	87566	116689	86572	88573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	22077	100807	23480	20960	32482	30760	20372	112101	5114	6646	32617	21283	5156	110571	4059	20505	98988	27672	22546	20559	30103	20471	22630	22996	110820	20646	111413	4011	47	100722	108116	23638	110992	6690	20733	20397	4465	23561	6002	112158	20461	20442	20473	107292	32725	7106	22694	22574	5434	20493	22397	20479	99992	100988	20466	111934	20329	9573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	103780	26635	23006	35281	31390	1991	113171	23719	21695	35343	271	23801	111996	20912	2014	97164	24937	25877	2025	33347	2049	648	23726	111937	2342	112164	20617	22075	103687	110483	33965	112207	21728	2578	1987	23392	25672	21046	113299	2010	2172	2006	107626	35420	21194	509	25919	23343	1997	24878	2049	101206	104007	2010	113033	2004	24782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	99188	102719	105209	105823	102052	13965	100726	100752	104971	102983	100871	12883	101008	102309	62259	101821	98258	102373	105454	102214	104230	101067	33729	102368	130163	100565	100789	282	10273	95567	13080	100824	102338	102134	100656	100738	100934	14192	102202	102200	102247	49601	105023	101355	104502	98389	101683	102306	99582	102261	47540	405	102264	14005	101972	100955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	21145	33807	30402	25074	111883	24176	24160	33626	26540	24247	110521	23889	25263	97845	24160	1000	25308	30512	25157	26753	23540	111372	25327	111150	23433	23469	98951	107331	32441	110852	24177	25078	25110	24113	3172	24456	111992	25224	25084	25272	106897	33694	24794	26952	1045	25375	25242	2301	25203	99262	99329	25246	111999	25019	24227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874	34834	31264	21103	112687	23944	23779	34635	22139	24010	111115	21095	21327	98735	25986	20194	21401	30303	21254	23317	22746	111784	21444	112464	20745	20942	102659	109868	32480	111618	23792	21520	21198	23872	20585	23218	112741	21271	21225	21325	108012	34728	23393	23573	20240	22777	21315	19407	21326	101347	102921	21303	112746	21015	23287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
875	37888	33484	114343	32305	32048	4192	34420	32420	112484	32827	33682	99836	36258	33140	33713	22406	33585	35611	32393	113378	33754	103703	32418	32451	105083	111072	39028	113256	32194	33788	33526	32004	33945	32507	114433	33635	33601	33612	109809	3821	31679	35813	33194	31734	33667	33165	33619	101933	105356	33638	114449	33415	32671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	30631	114996	31103	31374	37774	31134	31177	114329	31014	30837	100606	33578	29979	30902	39466	30730	31431	27163	114810	30925	114001	30629	30755	105736	112440	38408	113886	31423	30822	30685	30978	30618	31153	115150	30750	30746	30797	110045	37856	30921	31577	30024	31978	30828	29956	30798	102296	106045	30808	115116	30584	31987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1038	111734	22027	20010	33591	911	22127	110186	19186	81	95738	23955	24119	87	31408	161	2335	21835	110024	436	110280	18868	20374	101944	108622	32233	110768	20074	682	68	21715	24203	19315	111874	48	219	55	105435	33711	19331	2270	24203	21655	72	23010	131	99463	102293	58	111581	59	23077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1039	111945	111958	114036	112463	112098	2721	112089	112004	58457	112853	111460	112071	114429	111914	113185	110985	28077	111810	133917	111582	112066	14075	4675	103696	1146	112048	111800	111818	111841	112140	111887	311	111925	111914	111948	45487	114120	111703	113448	111606	112221	112003	111032	111962	45976	14119	111968	703	111689	112137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	3774	32450	22950	94	110492	7982	22174	99055	27716	23243	22227	29001	22148	24288	22880	110695	22325	111253	7953	5112	100626	108086	22796	110964	3838	22350	22058	895	24293	4672	112030	22124	22093	22143	106833	32565	4248	24365	23283	8167	22164	23102	22150	99676	100889	22132	112049	21978	7865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1032	32224	20938	3811	110499	8232	20156	98609	27299	23220	20197	29105	20119	22274	22555	110800	20300	111332	8188	6639	100671	108088	23731	110985	356	20461	20038	3497	24260	7123	112044	20099	20053	20123	106308	32339	805	22337	23255	8987	20136	23071	20131	99796	100916	20106	112060	19961	8749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	34500	32594	112010	32860	33829	99704	35252	33071	33864	22988	33718	35668	32038	113401	33724	104194	32432	32592	104793	110940	39413	113186	32409	33711	33658	32132	33984	32611	114145	33749	33728	33747	109463	287	31879	35877	33140	31529	33810	33114	33746	101565	105077	33784	114400	33506	32905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	23049	111169	20105	934	96349	24720	25085	946	32453	1003	687	22868	111066	1289	111310	19809	21284	102887	109640	33153	111500	21002	1529	929	22627	25418	20211	112604	921	1096	930	106666	34632	20374	544	25162	22567	924	24901	991	100368	103211	927	112318	935	23987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	110676	8011	22245	99211	27878	23307	22295	29135	22226	24401	22998	110822	22421	111379	8036	5142	100796	108289	22913	111123	3869	22452	22132	926	24341	4705	112160	22218	22187	22232	107103	32689	4274	24446	23333	8190	22236	23146	22234	99767	101043	22214	112189	22087	7881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1035	110618	110514	57023	111529	109899	110566	112953	110415	112172	109569	26835	110399	132548	110022	110538	12952	3481	102199	2124	110593	110378	110371	110389	110470	110441	2899	110393	110372	110462	44019	112107	110267	112620	110126	110745	110506	109546	110455	44248	12919	110463	2915	110104	110636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	19310	98072	27730	22947	19375	30453	19283	21452	22799	110812	19459	112103	143	4063	100918	108347	24762	111106	8274	19640	19210	7477	23844	8791	112145	19266	19254	19291	107030	32971	8530	21510	22983	7910	19297	22654	19299	100408	101171	19281	111902	19163	10723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	95989	24259	24306	68	31755	163	2388	22198	110349	455	110548	19035	20496	102229	108999	32391	111050	20209	702	75	21847	24380	19448	112108	87	257	88	106101	33921	19593	2286	24370	21757	72	23188	161	99644	102531	86	111845	128	23195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	98344	96986	96052	101563	95876	97452	97793	54426	96010	119925	97487	98937	62220	55539	93698	57524	98745	96009	95812	98889	98285	98854	58651	95885	95870	95939	25036	99754	98330	97729	97120	98537	95961	97190	95916	51431	62274	95956	58377	95601	98680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	23432	24299	33760	24155	24878	25452	112011	24345	109023	26702	27663	101571	108063	35964	111814	27404	24295	24109	27656	25982	27302	113067	24152	24079	24232	84224	35012	27428	25379	23847	28338	24236	25437	24185	101781	101950	24231	112956	23777	27959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	24348	29618	24201	26289	22609	110427	24397	110205	22553	22529	98127	106387	31524	110453	23235	24149	24174	23181	2505	23567	111570	24262	24129	24313	106062	33170	23846	26486	47	24438	24283	1323	24281	98643	98447	24285	111573	24068	23286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	31810	193	2384	22259	110431	486	110611	19097	20554	102288	109053	32452	111121	20246	747	77	21901	24420	19499	112182	96	251	89	106172	33954	19646	2296	24412	21816	65	23225	151	99681	102596	90	111915	136	23248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	31656	33550	30606	113310	31771	105425	30004	30074	105291	111551	38885	113567	29176	31788	31553	28681	30215	29239	114541	31640	31567	31677	108662	23137	28660	33974	29692	30612	31709	29019	31704	103209	105545	31703	114685	31244	30463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	2427	22099	110248	380	110452	18991	20473	102138	108883	32308	110965	20181	623	143	21817	24269	19416	112027	152	321	151	105989	33814	19576	2368	24264	21745	160	23082	203	99574	102444	158	111756	162	23175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	23991	112204	2711	112470	21046	22636	104097	110744	34438	112195	22334	2948	2337	23964	26071	21542	113347	2341	2521	2363	107092	35748	21601	299	26410	23922	2357	25294	2417	101595	104453	2363	113058	2350	25348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	109530	22288	111515	22386	22993	100965	107969	31459	110016	22602	22299	22017	22778	22663	23128	111152	22089	21973	22126	105458	32148	22125	24354	22685	24386	22165	21486	22161	99356	101298	22135	111081	21712	23487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	110405	130814	110333	110788	33809	26030	103906	27269	110917	110419	110170	110604	110516	110646	28273	110236	110250	110300	40453	113454	110397	112588	110588	110680	110314	109344	110332	45948	33827	110315	28017	109889	111062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	110639	19161	20646	102242	109022	32472	111118	20364	316	430	21999	24471	19609	111930	432	605	430	106100	33826	19748	2664	24467	21924	441	23281	484	99719	102572	451	111900	435	23356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	111696	111387	130157	131212	112767	132951	111396	110673	110392	111132	110331	111240	134041	110451	110465	110509	116092	104232	110922	112797	110352	110539	110521	109182	110531	122373	130345	110523	133941	110152	111392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	4004	100414	107681	24369	110564	8246	19329	18926	7420	23467	8754	111696	18980	18964	19012	105535	32558	8493	21230	22622	7890	19035	22265	19000	99966	100682	19002	111420	18797	10710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	100716	108066	23609	110972	6688	20734	20398	4459	23562	6011	112126	20470	20444	20484	107212	32704	7093	22695	22563	5416	20495	22374	20486	99952	100969	20471	111905	20324	9561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	10341	95478	13147	100772	102213	102045	100543	100598	100824	14301	102121	102101	102161	49452	104867	101268	104411	98298	101640	102225	99492	102107	47551	446	102179	14122	101849	100896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	99849	3759	108180	108989	108815	107993	108962	108038	4939	108877	108845	108910	43099	111037	108709	111158	106621	108289	108984	107821	108927	43223	10321	108955	4644	108448	108294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
487	102735	23839	32484	32266	22504	32589	24776	103806	32335	32245	32361	97840	39553	24370	34579	31589	24799	32380	31417	32381	94911	95784	32360	103775	32125	24357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	111075	111088	110859	110846	111134	110901	1300	110960	110958	110986	44835	113265	110758	112481	110617	111151	111049	110031	111003	44968	13293	111017	1185	110719	111065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	20523	20092	3567	24260	7163	112132	20165	20121	20179	106788	32502	867	22397	23269	9024	20189	23099	20185	99909	101013	20167	112154	20026	8920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	671	22064	24223	19476	111918	687	822	679	104857	33801	19905	2912	24225	22026	695	23034	723	99721	102545	685	111882	671	23436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	21730	24260	19327	111943	78	248	84	105842	33754	19460	2248	24246	21652	69	23066	145	99509	102367	75	111665	98	23087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	24222	4357	111937	21803	21763	21816	106688	32259	3903	24046	23230	7709	21842	23033	21828	99608	100820	21817	111723	21654	7571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	24615	112234	24346	24211	24387	106442	33851	23895	26200	2510	25461	24357	1314	24346	99584	100941	24355	112250	24159	24239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	111971	19406	19361	19413	106731	32725	7595	21641	23612	9010	19431	23422	19423	99640	101106	19404	111974	19261	10449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1025	112039	112041	112062	45894	114207	111799	113563	111690	112267	112121	111133	112087	46086	14302	112087	792	111848	112220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1042	234	64	105858	33867	19507	2275	24342	21750	53	23154	141	99586	102429	67	111763	91	23167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1040	243	105601	33830	19469	2447	24209	21721	252	23023	312	99598	102424	237	111755	241	23191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1023	105998	33842	19559	2270	24380	21753	77	23193	128	99608	102472	58	111789	87	23172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1029	109488	106258	108285	106425	106931	106058	105317	106038	43267	49732	106024	45545	104934	107359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	31972	35967	33209	31619	33904	33218	33823	101600	105100	33876	114463	33641	33012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	21796	23912	9459	19536	22711	19569	99345	101531	19537	111770	19247	9280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	26524	23967	2270	25391	2327	101752	104727	2259	113294	2307	25397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	24461	24352	1327	24355	98765	98584	24354	111716	24159	23307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	21764	24271	21761	100349	101875	21749	112297	21607	12049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476	23163	150	99615	102538	76	111842	109	23185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	23192	98646	99813	23166	111120	22963	23044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	99593	102423	133	111802	156	23189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
